ORF_ID	ARO	Database	Cut_Off	Drugs	Drug Classes	Original Drug Classes
gi:1031635111:gb:ANG14588.1:|FEATURES|TEM-1|beta-lactam|TEM	3005265	deeparg	Strict	['monobactam', 'cephalosporin', 'ceftazidime', 'penicillin beta-lactam', 'ampicillin']	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	beta-lactam
AF452105.1.gene1.p1|FEATURES|LEN-15|beta-lactam|LEN	3002478	deeparg	Perfect	['penicillin beta-lactam']	['beta-lactam antibiotic']	beta-lactam
gi:489009547:ref:WP_002920107.1:|FEATURES|cmeB|multidrug|cmeB	3000784	deeparg	Loose	['erythromycin', 'cefotaxime', 'fusidic acid']	['macrolide antibiotic', 'beta-lactam antibiotic', 'fusidane antibiotic']	multidrug
gi:489421661:ref:WP_003327389.1:|FEATURES|ykkD|multidrug|ykkD	3003064	deeparg	Loose	['streptomycin', 'tetracycline', 'chloramphenicol']	['aminoglycoside antibiotic', 'tetracycline antibiotic', 'phenicol antibiotic']	multidrug
gi:920342141:ref:WP_052979841.1:|FEATURES|class_C|beta-lactam|class_C	3004290	deeparg	Strict	['cephalosporin', 'penicillin beta-lactam']	['beta-lactam antibiotic', 'beta-lactam antibiotic']	beta-lactam
CAE53424|FEATURES|dfrA20|diaminopyrimidine|dfrA20	3003016	deeparg	Perfect	['trimethoprim']	['diaminopyrimidine antibiotic']	diaminopyrimidine
gi:928832860:ref:WP_053889610.1:|FEATURES|emrA|multidrug|emrA	3000027	deeparg	Strict	['nalidixic acid']	['fluoroquinolone antibiotic']	multidrug
NC_010063.5774822.p01|FEATURES|blaZ|beta-lactam|blaZ	3008823	deeparg	Strict	['penicillin beta-lactam']	['beta-lactam antibiotic']	beta-lactam
gi:742921897:ref:WP_039023559.1:|FEATURES|floR|phenicol|floR	3002705	deeparg	Strict	['chloramphenicol', 'florfenicol']	['phenicol antibiotic', 'phenicol antibiotic']	phenicol
gi:757721768:ref:WP_042949788.1:|FEATURES|macA|MLS|macA	3000533	deeparg	Loose	['erythromycin']	['macrolide antibiotic']	MLS
CAA63057|FEATURES|mdtH|multidrug|mdtH	3001216	deeparg	Strict	['enoxacin', 'norfloxacin']	['fluoroquinolone antibiotic', 'fluoroquinolone antibiotic']	multidrug
DQ075245.1.gene1.p01|FEATURES|TEM-143|beta-lactam|TEM	3001006	deeparg	Perfect	['monobactam', 'cephalosporin', 'ceftazidime', 'penicillin beta-lactam', 'ampicillin']	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	beta-lactam
gi:664170275:ref:WP_030704520.1:|FEATURES|aph(6)-I|aminoglycoside|aph(6)-I	3002657	deeparg	Strict	['streptomycin']	['aminoglycoside antibiotic']	aminoglycoside
gi:516511796:ref:WP_017900234.1:|FEATURES|sdiA|unclassified|sdiA	3000826	deeparg	Loose	['tigecycline', 'tetracycline', 'rifampin', 'chloramphenicol', 'ampicillin', 'cefalotin', 'triclosan']	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic', 'rifamycin antibiotic', 'phenicol antibiotic', 'disinfecting agents and antiseptics']	unclassified
gi:585355297:ref:WP_024236900.1:|FEATURES|macA|MLS|macA	3000533	deeparg	Loose	['erythromycin']	['macrolide antibiotic']	MLS
P52664|FEATURES|class_A|beta-lactam|class_A	3008784	deeparg	Loose	['monobactam', 'cephalosporin', 'penicillin beta-lactam']	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	beta-lactam
AF079138.1.orf0.gene.p01|FEATURES|erm(31)|MLS|erm(31)	3000598	deeparg	Perfect	['narbomycin', 'methymycin', 'pikromycin']	['macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic']	MLS
AJ005045.gene.p01|FEATURES|CTX-M-7|beta-lactam|CTX-M	3001870	deeparg	Perfect	['cephalosporin']	['beta-lactam antibiotic']	beta-lactam
gi:740619692:ref:WP_038405204.1:|FEATURES|tetR|tetracycline|tetR	3003710	deeparg	Loose	['erythromycin', 'tetracycline', 'triclosan']	['macrolide antibiotic', 'tetracycline antibiotic', 'disinfecting agents and antiseptics']	tetracycline
NC_002695.1.915750.p01|FEATURES|mdtE|multidrug|mdtE	3000795	deeparg	Strict	['erythromycin', 'cloxacillin', 'oxacillin', 'norfloxacin']	['macrolide antibiotic', 'fluoroquinolone antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	multidrug
gi:1040574401:gb:OBU08589.1:|FEATURES|mdtH|multidrug|mdtH	3001216	deeparg	Loose	['enoxacin', 'norfloxacin']	['fluoroquinolone antibiotic', 'fluoroquinolone antibiotic']	multidrug
gi:798900708:ref:WP_045903201.1:|FEATURES|sdiA|unclassified|sdiA	3000826	deeparg	Loose	['tigecycline', 'tetracycline', 'rifampin', 'chloramphenicol', 'ampicillin', 'cefalotin', 'triclosan']	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic', 'rifamycin antibiotic', 'phenicol antibiotic', 'disinfecting agents and antiseptics']	unclassified
gi:1000987514:ref:WP_061186397.1:|FEATURES|fosB|fosfomycin|fosB	3007372	deeparg	Strict	['fosfomycin']	['phosphonic acid antibiotic']	fosfomycin
HM113558.1.gene1.p01|FEATURES|OXA-172|beta-lactam|OXA	3001656	deeparg	Perfect	['carbapenem', 'oxacillin', 'penicillin beta-lactam']	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	beta-lactam
gi:487399647:ref:WP_001669103.1:|FEATURES|mdtP|multidrug|mdtP	3003550	deeparg	Strict	['acriflavine', 'puromycin']	['nucleoside antibiotic', 'disinfecting agents and antiseptics']	multidrug
gi:487586482:ref:WP_001724981.1:|FEATURES|cmlA|phenicol|cmlA	3002693	deeparg	Strict	['chloramphenicol']	['phenicol antibiotic']	phenicol
gi:691136184:ref:WP_032050198.1:|FEATURES|macA|MLS|macA	3000533	deeparg	Loose	['erythromycin']	['macrolide antibiotic']	MLS
gi:895818174:ref:WP_048942695.1:|FEATURES|lsa|MLS|lsa	3000300	deeparg	Strict	['clindamycin', 'quinupristin', 'dalfopristin', 'pleuromutilin']	['lincosamide antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'pleuromutilin antibiotic']	MLS
gi:759396701:ref:WP_043121260.1:|FEATURES|class_C|beta-lactam|class_C	3003553	deeparg	Strict	['cephalosporin']	['beta-lactam antibiotic']	beta-lactam
gi:447203855:ref:WP_001281111.1:|FEATURES|vanR|glycopeptide|vanR	3002919	deeparg	Strict	['vancomycin', 'teicoplanin']	['glycopeptide antibiotic', 'glycopeptide antibiotic']	glycopeptide
AY162283.2.gene3.p01|FEATURES|OXA-4|beta-lactam|OXA	3001399	deeparg	Perfect	['cephalosporin', 'oxacillin', 'penicillin beta-lactam']	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	beta-lactam
gi:950546578:ref:WP_057422848.1:|FEATURES|mexF|multidrug|mexF	3000777	deeparg	Strict	['tetracycline']	['tetracycline antibiotic']	multidrug
gi:1031634941:gb:ANG14509.1:|FEATURES|TEM-1|beta-lactam|TEM	3000873	deeparg	Strict	['monobactam', 'cephalosporin', 'cefazolin', 'amoxicillin', 'penicillin beta-lactam', 'ampicillin', 'cefalotin']	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	beta-lactam
gi:686319989:ref:WP_031875473.1:|FEATURES|norA|multidrug|norA	3004667	deeparg	Strict	['enoxacin', 'ciprofloxacin', 'norfloxacin', 'ofloxacin']	['fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic']	multidrug
gi:700659240:gb:AIU96746.1:|FEATURES|ermC|MLS|ermC	3000250	deeparg	Strict	['erythromycin', 'roxithromycin', 'lincomycin', 'telithromycin', 'clarithromycin', 'clindamycin', 'tylosin', 'spiramycin', 'azithromycin', 'dirithromycin', 'pristinamycin IA', 'quinupristin', 'virginiamycin M1', 'madumycin II', 'griseoviridin', 'dalfopristin', 'pristinamycin IB', 'virginiamycin S2', 'pristinamycin IC', 'vernamycin C', 'patricin A', 'patricin B', 'ostreogrycin B3', 'oleandomycin']	['macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'lincosamide antibiotic', 'lincosamide antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic']	MLS
AF336095.1.gene1.p01|FEATURES|omp36|multidrug|omp36	3004122	deeparg	Loose	['monobactam', 'cefoxitin', 'carbapenem', 'cephalosporin', 'penicillin beta-lactam', 'cefotaxime']	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	multidrug
gi:995942695:gb:AMJ32665.1:|FEATURES|tetD|tetracycline|tetD	3000168	deeparg	Strict	['tetracycline']	['tetracycline antibiotic']	tetracycline
gi:998244991:ref:WP_061098586.1:|FEATURES|mdtH|multidrug|mdtH	3001216	deeparg	Loose	['enoxacin', 'norfloxacin']	['fluoroquinolone antibiotic', 'fluoroquinolone antibiotic']	multidrug
YP_002384189|FEATURES|mdtM|multidrug|mdtM	3001214	deeparg	Strict	['acriflavine', 'lincomycin', 'puromycin', 'chloramphenicol', 'norfloxacin']	['fluoroquinolone antibiotic', 'lincosamide antibiotic', 'nucleoside antibiotic', 'phenicol antibiotic', 'disinfecting agents and antiseptics']	multidrug
gi:486419591:ref:WP_001612185.1:|FEATURES|mdtP|multidrug|mdtP	3003550	deeparg	Strict	['acriflavine', 'puromycin']	['nucleoside antibiotic', 'disinfecting agents and antiseptics']	multidrug
gi:1043328611:ref:WP_065365843.1:|FEATURES|class_C|beta-lactam|class_C	3007938	deeparg	Strict	['carbapenem', 'cephalosporin', 'penicillin beta-lactam']	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	beta-lactam
gi:976151217:ref:WP_059309422.1:|FEATURES|tetR|tetracycline|tetR	3000819	deeparg	Strict	['erythromycin', 'cephalosporin', 'ciprofloxacin', 'tetracycline', 'ceftazidime', 'ceftriaxone', 'meropenem', 'penicillin beta-lactam', 'novobiocin', 'azithromycin', 'trimethoprim', 'chloramphenicol', 'aztreonam', 'colistin A', 'colistin B', 'ampicillin', 'nalidixic acid', 'panipenem', 'ticarcillin', 'trimethoprim-sulfamethoxazole']	['macrolide antibiotic', 'macrolide antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'tetracycline antibiotic', 'peptide antibiotic', 'peptide antibiotic', 'aminocoumarin antibiotic', 'diaminopyrimidine antibiotic', 'diaminopyrimidine antibiotic', 'sulfonamide antibiotic', 'phenicol antibiotic']	tetracycline
JF274246.1.gene1.p01|FEATURES|CTX-M-112|beta-lactam|CTX-M	3001972	deeparg	Perfect	['cephalosporin']	['beta-lactam antibiotic']	beta-lactam
CAF21854|FEATURES|norA|multidrug|norA	3000391	deeparg	Strict	['ciprofloxacin', 'acriflavine', 'norfloxacin']	['fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'disinfecting agents and antiseptics']	multidrug
gi:519089566:ref:WP_020245441.1:|FEATURES|TolC|multidrug|TolC	3000237	deeparg	Strict	['erythromycin', 'cloxacillin', 'gentamicin C', 'tigecycline', 'cephalosporin', 'ciprofloxacin', 'spectinomycin', 'streptomycin', 'tetracycline', 'tobramycin', 'oxacillin', 'ceftazidime', 'ertapenem', 'piperacillin', 'penicillin beta-lactam', 'novobiocin', 'azithromycin', 'rifampin', 'imipenem', 'chloramphenicol', 'polymyxin B1', 'polymyxin B2', 'polymyxin B3', 'polymyxin B4', 'ampicillin', 'nalidixic acid', 'norfloxacin', 'cefalotin', 'triclosan', 'ticarcillin']	['macrolide antibiotic', 'macrolide antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic', 'peptide antibiotic', 'peptide antibiotic', 'peptide antibiotic', 'peptide antibiotic', 'aminocoumarin antibiotic', 'rifamycin antibiotic', 'phenicol antibiotic', 'disinfecting agents and antiseptics']	multidrug
gi:491130228:ref:WP_004988656.1:|FEATURES|class_C|beta-lactam|class_C	3004290	deeparg	Strict	['cephalosporin', 'penicillin beta-lactam']	['beta-lactam antibiotic', 'beta-lactam antibiotic']	beta-lactam
gi:928844228:ref:WP_053895302.1:|FEATURES|emrA|multidrug|emrA	3000027	deeparg	Strict	['nalidixic acid']	['fluoroquinolone antibiotic']	multidrug
gi:545231548:ref:WP_021531156.1:|FEATURES|macB|MLS|macB	3000535	deeparg	Loose	['erythromycin']	['macrolide antibiotic']	MLS
ACB17069|FEATURES|mdtO|multidrug|mdtO	3003549	deeparg	Strict	['acriflavine', 'puromycin']	['nucleoside antibiotic', 'disinfecting agents and antiseptics']	multidrug
GU371926.1.gene94.p01|FEATURES|TEM-33|beta-lactam|TEM	3000903	deeparg	Perfect	['monobactam', 'cephalosporin', 'ceftazidime', 'penicillin beta-lactam', 'ampicillin']	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	beta-lactam
CAP58290|FEATURES|SHV-2|beta-lactam|SHV	3001155	deeparg	Perfect	['cephalosporin', 'penicillin beta-lactam']	['beta-lactam antibiotic', 'beta-lactam antibiotic']	beta-lactam
gi:1031851380:ref:WP_064173626.1:|FEATURES|TolC|multidrug|TolC	3000237	deeparg	Loose	['erythromycin', 'cloxacillin', 'gentamicin C', 'tigecycline', 'cephalosporin', 'ciprofloxacin', 'spectinomycin', 'streptomycin', 'tetracycline', 'tobramycin', 'oxacillin', 'ceftazidime', 'ertapenem', 'piperacillin', 'penicillin beta-lactam', 'novobiocin', 'azithromycin', 'rifampin', 'imipenem', 'chloramphenicol', 'polymyxin B1', 'polymyxin B2', 'polymyxin B3', 'polymyxin B4', 'ampicillin', 'nalidixic acid', 'norfloxacin', 'cefalotin', 'triclosan', 'ticarcillin']	['macrolide antibiotic', 'macrolide antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic', 'peptide antibiotic', 'peptide antibiotic', 'peptide antibiotic', 'peptide antibiotic', 'aminocoumarin antibiotic', 'rifamycin antibiotic', 'phenicol antibiotic', 'disinfecting agents and antiseptics']	multidrug
YP_002040143|FEATURES|macB|MLS|macB	3000535	deeparg	Loose	['erythromycin']	['macrolide antibiotic']	MLS
gi:488959735:ref:WP_002870772.1:|FEATURES|cmeB|multidrug|cmeB	3000784	deeparg	Strict	['erythromycin', 'cefotaxime', 'fusidic acid']	['macrolide antibiotic', 'beta-lactam antibiotic', 'fusidane antibiotic']	multidrug
gi:829798578:ref:WP_047349012.1:|FEATURES|mdtH|multidrug|mdtH	3001216	deeparg	Loose	['enoxacin', 'norfloxacin']	['fluoroquinolone antibiotic', 'fluoroquinolone antibiotic']	multidrug
HE999704.1.gene1047.p01|FEATURES|msrA|MLS|msrA	3004651	deeparg	Loose	['lincomycin']	['lincosamide antibiotic']	MLS
gi:921331017:emb:CTX12516.1:|FEATURES|mdtA|multidrug|mdtA	3000792	deeparg	Strict	['novobiocin']	['aminocoumarin antibiotic']	multidrug
gi:1011917778:ref:WP_062729839.1:|FEATURES|mdtH|multidrug|mdtH	3001216	deeparg	Loose	['enoxacin', 'norfloxacin']	['fluoroquinolone antibiotic', 'fluoroquinolone antibiotic']	multidrug
gi:545296874:ref:WP_021577089.1:|FEATURES|acrB|multidrug|acrB	3000216	deeparg	Strict	['tigecycline', 'acriflavine', 'tetracycline', 'rifampin', 'chloramphenicol', 'ampicillin', 'cefalotin', 'triclosan']	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic', 'rifamycin antibiotic', 'phenicol antibiotic', 'disinfecting agents and antiseptics', 'disinfecting agents and antiseptics']	multidrug
AAK63223|FEATURES|class_A|beta-lactam|class_A	3003561	deeparg	Perfect	['cefuroxime', 'amoxicillin', 'piperacillin', 'penicillin beta-lactam', 'cefalotin', 'ticarcillin']	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	beta-lactam
gi:959897454:ref:WP_058165306.1:|FEATURES|tetR|tetracycline|tetR	3000818	deeparg	Strict	['erythromycin', 'cephalosporin', 'ciprofloxacin', 'tetracycline', 'ceftazidime', 'ceftriaxone', 'meropenem', 'penicillin beta-lactam', 'novobiocin', 'azithromycin', 'trimethoprim', 'chloramphenicol', 'aztreonam', 'colistin A', 'colistin B', 'ampicillin', 'panipenem', 'trimethoprim-sulfamethoxazole']	['macrolide antibiotic', 'macrolide antibiotic', 'fluoroquinolone antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'tetracycline antibiotic', 'peptide antibiotic', 'peptide antibiotic', 'aminocoumarin antibiotic', 'diaminopyrimidine antibiotic', 'diaminopyrimidine antibiotic', 'sulfonamide antibiotic', 'phenicol antibiotic']	tetracycline
gi:446053005:ref:WP_000130860.1:|FEATURES|mdtD|multidrug|mdtD	3000074	deeparg	Loose	['nalidixic acid']	['fluoroquinolone antibiotic']	multidrug
gi:502669650:ref:WP_012905508.1:|FEATURES|class_A|beta-lactam|class_A	3003561	deeparg	Loose	['cefuroxime', 'amoxicillin', 'piperacillin', 'penicillin beta-lactam', 'cefalotin', 'ticarcillin']	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	beta-lactam
AM982522.2.gene1.p01|FEATURES|CTX-M-78|beta-lactam|CTX-M	3001939	deeparg	Perfect	['cephalosporin']	['beta-lactam antibiotic']	beta-lactam
AM051149.1.gene1.p01|FEATURES|OKP-A|beta-lactam|OKP-A	3002427	deeparg	Perfect	['cephalosporin', 'penicillin beta-lactam']	['beta-lactam antibiotic', 'beta-lactam antibiotic']	beta-lactam
CP000647.1.gene911.p01|FEATURES|macA|MLS|macA	3000533	deeparg	Loose	['erythromycin']	['macrolide antibiotic']	MLS
gi:485699692:ref:WP_001333029.1:|FEATURES|emrB|multidrug|emrB	3000074	deeparg	Strict	['nalidixic acid']	['fluoroquinolone antibiotic']	multidrug
gi:315276252:gb:EFU39596.1:|FEATURES|fosB|fosfomycin|fosB	3007097	deeparg	Loose	['fosfomycin']	['phosphonic acid antibiotic']	fosfomycin
Q52360|FEATURES|tetQ|tetracycline|tetQ	3000191	deeparg	Strict	['tetracycline', 'doxycycline', 'minocycline', 'chlortetracycline', 'demeclocycline', 'oxytetracycline']	['tetracycline antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic']	tetracycline
gi:686319982:ref:WP_031875468.1:|FEATURES|mepA|multidrug|mepA	3000026	deeparg	Strict	['tigecycline', 'glycylcycline']	['tetracycline antibiotic', 'tetracycline antibiotic']	multidrug
AAD42184|FEATURES|vanD|glycopeptide|vanD	3000005	deeparg	Strict	['vancomycin', 'teicoplanin']	['glycopeptide antibiotic', 'glycopeptide antibiotic']	glycopeptide
gi:506486765:ref:WP_015963310.1:|FEATURES|emrA|multidrug|emrA	3004588	deeparg	Loose	['erythromycin', 'gentamicin C', 'cephalosporin', 'ciprofloxacin', 'spectinomycin', 'streptomycin', 'tobramycin', 'ceftazidime', 'ertapenem', 'piperacillin', 'azithromycin', 'imipenem', 'polymyxin B1', 'polymyxin B2', 'polymyxin B3', 'polymyxin B4', 'norfloxacin', 'ticarcillin']	['macrolide antibiotic', 'macrolide antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'peptide antibiotic', 'peptide antibiotic', 'peptide antibiotic', 'peptide antibiotic']	multidrug
